031,Arres,Valle de Arán,7
045,Bausen,Valle de Arán,7
057,Bòrdes (Es),Valle de Arán,7
059,Bossòst,Valle de Arán,7
063,Canejan,Valle de Arán,7
121,Les,Valle de Arán,7
025,Naut Aran,Valle de Arán,7
243,Vielha e Mijaran,Valle de Arán,7
247,Vilamòs,Valle de Arán,7
017,Alins,Pallars-Ribagorza,31
024,Alt Àneu,Pallars-Ribagorza,31
039,Baix Pallars,Pallars-Ribagorza,31
082,Espot,Pallars-Ribagorza,31
086,Esterri d'Àneu,Pallars-Ribagorza,31
087,Esterri de Cardós,Pallars-Ribagorza,31
089,Farrera,Pallars-Ribagorza,31
903,Guingueta d'Àneu (La),Pallars-Ribagorza,31
123,Lladorre,Pallars-Ribagorza,31
126,Llavorsí,Pallars-Ribagorza,31
173,Pont de Suert (El),Pallars-Ribagorza,5
183,Rialp,Pallars-Ribagorza,31
201,Sarroca de Bellera,Pallars-Ribagorza,30
202,Senterada,Pallars-Ribagorza,30
208,Soriguera,Pallars-Ribagorza,31
209,Sort,Pallars-Ribagorza,31
221,Tírvia,Pallars-Ribagorza,31
227,Torre de Cabdella (La),Pallars-Ribagorza,30
043,Vall de Boí (La),Pallars-Ribagorza,5
901,Vall de Cardós,Pallars-Ribagorza,31
245,Vilaller,Pallars-Ribagorza,5
005,Alàs i Cerc,Alto Urgel,4
032,Arsèguel,Alto Urgel,4
051,Bellver de Cerdanya,Alto Urgel,4
061,Cabó,Alto Urgel,4
071,Cava,Alto Urgel,4
077,Coll de Nargó,Alto Urgel,4
088,Estamariu,Alto Urgel,4
908,Fígols i Alinyà,Alto Urgel,4
100,Gósol,Alto Urgel,4
910,Josa i Tuixén,Alto Urgel,4
127,Lles de Cerdanya,Alto Urgel,4
139,Montellà i Martinet,Alto Urgel,4
140,Montferrer i Castellbò,Alto Urgel,4
155,Organyà,Alto Urgel,4
030,Pont de Bar (El),Alto Urgel,4
175,Prats i Sansor,Alto Urgel,4
179,Prullans,Alto Urgel,4
185,Ribera d'Urgellet,Alto Urgel,4
913,Riu de Cerdanya,Alto Urgel,4
203,Seu d'Urgell (La),Alto Urgel,4
906,Valls d'Aguilar (Les),Alto Urgel,4
239,Valls de Valira (Les),Alto Urgel,4
909,Vansa i Fórnols (La),Alto Urgel,4
001,Abella de la Conca,Conca,19
904,Castell de Mur,Conca,19
161,Conca de Dalt,Conca,19
098,Gavet de la Conca,Conca,19
115,Isona i Conca Dellà,Conca,19
128,Llimiana,Conca,19
171,Pobla de Segur (La),Conca,19
190,Salàs de Pallars,Conca,19
196,Sant Esteve de la Sarga,Conca,19
215,Talarn,Conca,19
234,Tremp,Conca,19
044,Bassella,Solsonés,41
064,Castellar de la Ribera,Solsonés,41
075,Clariana de Cardener,Solsonés,41
163,Coma i la Pedra (La),Solsonés,41
111,Guixers,Solsonés,41
124,Lladurs,Solsonés,41
129,Llobera,Solsonés,41
136,Molsosa (La),Solsonés,41
146,Navès,Solsonés,41
148,Odèn,Solsonés,41
149,Oliana,Solsonés,41
151,Olius,Solsonés,41
165,Peramola,Solsonés,41
166,Pinell de Solsonès,Solsonés,41
167,Pinós,Solsonés,41
186,Riner,Solsonés,41
193,Sant Llorenç de Morunys,Solsonés,41
207,Solsona,Solsonés,41
002,Àger,Noguera,27
008,Albesa,Noguera,27
015,Algerri,Noguera,27
022,Alòs de Balaguer,Noguera,27
034,Artesa de Segre,Noguera,27
037,Avellanes i Santa Linya (Les),Noguera,27
040,Balaguer,Noguera,27
042,Baronia de Rialb (La),Noguera,27
060,Cabanabona,Noguera,27
062,Camarasa,Noguera,27
069,Castelló de Farfanya,Noguera,27
079,Cubells,Noguera,27
094,Foradada,Noguera,27
112,Ivars de Noguera,Noguera,27
134,Menàrguens,Noguera,27
138,Montgai,Noguera,27
150,Oliola,Noguera,27
156,Os de Balaguer,Noguera,27
172,Ponts,Noguera,27
035,Sentiu de Sió (La),Noguera,27
220,Térmens,Noguera,27
222,Tiurana,Noguera,27
231,Torrelameu,Noguera,27
240,Vallfogona de Balaguer,Noguera,27
249,Vilanova de l'Aguda,Noguera,27
250,Vilanova de Meià,Noguera,27
003,Agramunt,Urgel,44
027,Anglesola,Urgel,44
041,Barbens,Urgel,44
047,Bellcaire d'Urgell,Urgel,44
048,Bell-lloc d'Urgell,Urgel,44
049,Bellmunt d'Urgell,Urgel,44
050,Bellpuig,Urgel,44
052,Bellvís,Urgel,44
068,Castellnou de Seana,Urgel,44
070,Castellserà,Urgel,44
093,Fondarella,Urgel,44
096,Fuliola (La),Urgel,44
099,Golmés,Urgel,44
113,Ivars d'Urgell,Urgel,44
119,Juneda,Urgel,44
122,Linyola,Urgel,44
135,Miralcamp,Urgel,44
137,Mollerussa,Urgel,44
158,Palau d'Anglesola (El),Urgel,44
164,Penelles,Urgel,44
168,Poal (El),Urgel,44
176,Preixana,Urgel,44
177,Preixens,Urgel,44
181,Puigverd d'Agramunt,Urgel,44
205,Sidamon,Urgel,44
217,Tàrrega,Urgel,44
225,Tornabous,Urgel,44
230,Torregrossa,Urgel,44
244,Vilagrassa,Urgel,44
248,Vilanova de Bellpuig,Urgel,44
252,Vila-sana,Urgel,44
046,Belianes,Segarra,37
055,Biosca,Segarra,37
072,Cervera,Segarra,37
074,Ciutadilla,Segarra,37
085,Estaràs,Segarra,37
103,Granyanella,Segarra,37
104,Granyena de Segarra,Segarra,37
109,Guimerà,Segarra,37
110,Guissona,Segarra,37
114,Ivorra,Segarra,37
130,Maldà,Segarra,37
132,Massoteres,Segarra,37
141,Montoliu de Segarra,Segarra,37
143,Montornès de Segarra,Segarra,37
145,Nalec,Segarra,37
152,Oluges (Les),Segarra,37
154,Omells de na Gaia (Els),Segarra,37
157,Ossó de Sió,Segarra,37
911,Plans de Sió (Els),Segarra,37
905,Ribera d'Ondara,Segarra,37
191,Sanaüja,Segarra,37
192,Sant Guim de Freixenet,Segarra,37
197,Sant Guim de la Plana,Segarra,37
902,Sant Martí de Riucorb,Segarra,37
194,Sant Ramon,Segarra,37
216,Talavera,Segarra,37
219,Tarroja de Segarra,Segarra,37
223,Torà,Segarra,37
907,Torrefeta i Florejacs,Segarra,37
238,Vallbona de les Monges,Segarra,37
242,Verdú,Segarra,37
038,Aitona,Segriá,38
004,Alamús (Els),Segriá,38
007,Albatàrrec,Segriá,38
011,Alcarràs,Segriá,38
012,Alcoletge,Segriá,38
013,Alfarràs,Segriá,38
016,Alguaire,Segriá,38
019,Almacelles,Segriá,38
021,Almenar,Segriá,38
023,Alpicat,Segriá,38
033,Artesa de Lleida,Segriá,38
053,Benavent de Segrià,Segriá,38
078,Corbins,Segriá,38
912,Gimenells i el Pla de la Font,Segriá,38
102,Granja d'Escarp (La),Segriá,38
120,Lleida,Segriá,38
131,Massalcoreig,Segriá,38
142,Montoliu de Lleida,Segriá,38
174,Portella (La),Segriá,38
182,Puigverd de Lleida,Segriá,38
189,Rosselló,Segriá,38
204,Seròs,Segriá,38
210,Soses,Segriá,38
211,Sudanell,Segriá,38
228,Torrefarrera,Segriá,38
232,Torres de Segre,Segriá,38
233,Torre-serona,Segriá,38
254,Vilanova de la Barca,Segriá,38
251,Vilanova de Segrià,Segriá,38
006,Albagés (L'),Garrigas,21
009,Albi (L'),Garrigas,21
010,Alcanó,Garrigas,21
014,Alfés,Garrigas,21
020,Almatret,Garrigas,21
029,Arbeca,Garrigas,21
036,Aspa,Garrigas,21
170,Bellaguarda,Garrigas,21
058,Borges Blanques (Les),Garrigas,21
056,Bovera,Garrigas,21
067,Castelldans,Garrigas,21
073,Cervià de les Garrigues,Garrigas,21
076,Cogul (El),Garrigas,21
081,Espluga Calba (L'),Garrigas,21
092,Floresta (La),Garrigas,21
097,Fulleda,Garrigas,21
101,Granadella (La),Garrigas,21
105,Granyena de les Garrigues,Garrigas,21
118,Juncosa,Garrigas,21
125,Llardecans,Garrigas,21
133,Maials,Garrigas,21
153,Omellons (Els),Garrigas,21
169,Pobla de Cérvoles (La),Garrigas,21
180,Puiggròs,Garrigas,21
200,Sarroca de Lleida,Garrigas,21
206,Soleràs (El),Garrigas,21
212,Sunyer,Garrigas,21
218,Tarrés,Garrigas,21
224,Torms (Els),Garrigas,21
226,Torrebesses,Garrigas,21
253,Vilosell (El),Garrigas,21
255,Vinaixa,Garrigas,21
